Row ID,Order ID,Year,Order Date,Month,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Profit
597,CA-2011-131450,2011,8/8/2011,August,Standard Class,LR-16915,Lena Radford,Consumer,San Diego,California,92024,West,TEC-PH-10002398,Technology,Phones,445.96,5,55.745
598,CA-2011-131450,2011,8/8/2011,August,Standard Class,LR-16915,Lena Radford,Consumer,San Diego,California,92024,West,FUR-FU-10001979,Furniture,Furnishings,327.76,8,91.7728
599,CA-2013-120180,2013,7/15/2013,July,First Class,TP-21130,Theone Pippenger,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-SU-10004115,Office Supplies,Supplies,11.632,2,1.0178
600,US-2013-100720,2013,7/17/2013,July,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001425,Technology,Phones,143.982,3,-28.7964
601,US-2013-100720,2013,7/17/2013,July,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003963,Technology,Phones,494.376,4,-115.3544
602,US-2013-100720,2013,7/17/2013,July,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Philadelphia,Pennsylvania,19120,East,OFF-SU-10001574,Office Supplies,Supplies,5.84,2,0.73
603,CA-2011-149958,2011,3/15/2011,March,Standard Class,AS-10240,Alan Shonely,Consumer,Tampa,Florida,33614,South,OFF-ST-10001490,Office Supplies,Storage,142.776,1,17.847
604,CA-2011-149958,2011,3/15/2011,March,Standard Class,AS-10240,Alan Shonely,Consumer,Tampa,Florida,33614,South,FUR-FU-10001756,Furniture,Furnishings,45.696,3,5.1408
605,CA-2011-149958,2011,3/15/2011,March,Standard Class,AS-10240,Alan Shonely,Consumer,Tampa,Florida,33614,South,OFF-BI-10000773,Office Supplies,Binders,7.218,3,-5.5338
606,CA-2011-149958,2011,3/15/2011,March,Standard Class,AS-10240,Alan Shonely,Consumer,Tampa,Florida,33614,South,OFF-BI-10001543,Office Supplies,Binders,43.188,4,-31.6712
607,CA-2011-149958,2011,3/15/2011,March,Standard Class,AS-10240,Alan Shonely,Consumer,Tampa,Florida,33614,South,OFF-PA-10002120,Office Supplies,Paper,131.904,3,47.8152
608,US-2011-105767,2011,5/23/2011,May,Standard Class,AR-10510,Andrew Roberts,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,3.282,2,-2.6256
609,US-2011-105767,2011,5/23/2011,May,Standard Class,AR-10510,Andrew Roberts,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001246,Office Supplies,Art,21.168,9,2.3814
610,US-2011-105767,2011,5/23/2011,May,Standard Class,AR-10510,Andrew Roberts,Consumer,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,Phones,55.188,2,-10.1178
611,CA-2013-161816,2013,4/29/2013,April,First Class,NB-18655,Nona Balk,Corporate,Dallas,Texas,75217,Central,TEC-PH-10003012,Technology,Phones,369.576,3,41.5773
612,CA-2013-161816,2013,4/29/2013,April,First Class,NB-18655,Nona Balk,Corporate,Dallas,Texas,75217,Central,OFF-LA-10004345,Office Supplies,Labels,15.712,4,5.6956
613,CA-2013-121223,2013,9/12/2013,September,Second Class,GD-14590,Giulietta Dortch,Corporate,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,8.448,2,2.64
614,CA-2013-121223,2013,9/12/2013,September,Second Class,GD-14590,Giulietta Dortch,Corporate,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004667,Technology,Phones,728.946,9,-157.9383
615,CA-2014-138611,2014,11/15/2014,November,Second Class,CK-12595,Clytie Kelty,Consumer,Grove City,Ohio,43123,East,TEC-PH-10000011,Technology,Phones,119.94,10,15.992
616,CA-2014-138611,2014,11/15/2014,November,Second Class,CK-12595,Clytie Kelty,Consumer,Grove City,Ohio,43123,East,OFF-BI-10002949,Office Supplies,Binders,3.648,2,-2.7968
617,CA-2014-117947,2014,8/19/2014,August,Second Class,NG-18355,Nat Gilpin,Corporate,New York City,New York,10011,East,FUR-FU-10003849,Furniture,Furnishings,40.48,2,15.7872
618,CA-2014-117947,2014,8/19/2014,August,Second Class,NG-18355,Nat Gilpin,Corporate,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,9.94,2,3.0814
619,CA-2014-117947,2014,8/19/2014,August,Second Class,NG-18355,Nat Gilpin,Corporate,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,107.424,9,33.57
620,CA-2014-117947,2014,8/19/2014,August,Second Class,NG-18355,Nat Gilpin,Corporate,New York City,New York,10011,East,TEC-PH-10002538,Technology,Phones,37.91,1,10.9939
621,CA-2014-117947,2014,8/19/2014,August,Second Class,NG-18355,Nat Gilpin,Corporate,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,88.02,3,27.2862
622,US-2011-111171,2011,12/26/2011,December,Standard Class,CA-12265,Christina Anderson,Consumer,Chicago,Illinois,60610,Central,OFF-BI-10002103,Office Supplies,Binders,8.69,5,-14.773
623,CA-2012-138009,2012,11/29/2012,November,Standard Class,SF-20965,Sylvia Foulston,Corporate,Dearborn,Michigan,48126,Central,FUR-CH-10004853,Furniture,Chairs,301.96,2,87.5684
624,CA-2012-138009,2012,11/29/2012,November,Standard Class,SF-20965,Sylvia Foulston,Corporate,Dearborn,Michigan,48126,Central,OFF-AP-10000179,Office Supplies,Appliances,555.21,5,178.901
625,CA-2012-138009,2012,11/29/2012,November,Standard Class,SF-20965,Sylvia Foulston,Corporate,Dearborn,Michigan,48126,Central,OFF-ST-10001272,Office Supplies,Storage,523.48,4,130.87
626,CA-2012-138009,2012,11/29/2012,November,Standard Class,SF-20965,Sylvia Foulston,Corporate,Dearborn,Michigan,48126,Central,OFF-AR-10004042,Office Supplies,Art,161.82,9,46.9278
627,CA-2014-163020,2014,9/16/2014,September,Standard Class,MO-17800,Meg O'Connel,Home Office,New York City,New York,10009,East,FUR-FU-10000221,Furniture,Furnishings,35.56,7,12.0904
628,CA-2014-153787,2014,5/20/2014,May,Standard Class,AT-10735,Annie Thurman,Consumer,Seattle,Washington,98115,West,OFF-AP-10001563,Office Supplies,Appliances,97.16,2,28.1764
629,CA-2014-133431,2014,12/18/2014,December,Standard Class,LC-17140,Logan Currie,Consumer,San Francisco,California,94122,West,OFF-BI-10000605,Office Supplies,Binders,15.24,5,5.1435
630,CA-2014-133431,2014,12/18/2014,December,Standard Class,LC-17140,Logan Currie,Consumer,San Francisco,California,94122,West,OFF-PA-10002615,Office Supplies,Paper,13.23,3,6.0858
631,US-2013-135720,2013,12/12/2013,December,Second Class,FM-14380,Fred McMath,Consumer,Aurora,Colorado,80013,West,OFF-ST-10001963,Office Supplies,Storage,243.384,3,-51.7191
632,US-2013-135720,2013,12/12/2013,December,Second Class,FM-14380,Fred McMath,Consumer,Aurora,Colorado,80013,West,TEC-AC-10001267,Technology,Accessories,119.8,5,29.95
633,US-2013-135720,2013,12/12/2013,December,Second Class,FM-14380,Fred McMath,Consumer,Aurora,Colorado,80013,West,TEC-PH-10002103,Technology,Phones,300.768,4,30.0768
634,CA-2014-144694,2014,9/25/2014,September,Second Class,BD-11605,Brian Dahlen,Consumer,Miami,Florida,33180,South,TEC-AC-10002857,Technology,Accessories,17.88,3,2.4585
635,CA-2014-144694,2014,9/25/2014,September,Second Class,BD-11605,Brian Dahlen,Consumer,Miami,Florida,33180,South,OFF-LA-10003930,Office Supplies,Labels,235.944,3,85.5297
636,CA-2012-168004,2012,10/4/2012,October,Second Class,DJ-13420,Denny Joy,Corporate,Warner Robins,Georgia,31088,South,FUR-CH-10001482,Furniture,Chairs,392.94,3,43.2234
637,US-2013-123470,2013,8/16/2013,August,Standard Class,ME-17725,Max Engle,Consumer,Aurora,Colorado,80013,West,OFF-BI-10001989,Office Supplies,Binders,18.882,3,-13.8468
638,US-2013-123470,2013,8/16/2013,August,Standard Class,ME-17725,Max Engle,Consumer,Aurora,Colorado,80013,West,OFF-AP-10003287,Office Supplies,Appliances,122.328,3,12.2328
639,CA-2013-115917,2013,5/21/2013,May,Standard Class,RB-19465,Rick Bensley,Home Office,Vallejo,California,94591,West,FUR-FU-10000576,Furniture,Furnishings,1049.2,5,272.792
640,CA-2013-115917,2013,5/21/2013,May,Standard Class,RB-19465,Rick Bensley,Home Office,Vallejo,California,94591,West,OFF-BI-10004728,Office Supplies,Binders,15.424,4,5.0128
641,CA-2013-147067,2013,12/19/2013,December,Standard Class,JD-16150,Justin Deggeller,Corporate,Minneapolis,Minnesota,55407,Central,FUR-FU-10000732,Furniture,Furnishings,18.84,3,6.0288
642,CA-2014-167913,2014,7/31/2014,July,Second Class,JL-15835,John Lee,Consumer,Mission Viejo,California,92691,West,OFF-ST-10000585,Office Supplies,Storage,330.4,2,85.904
643,CA-2014-167913,2014,7/31/2014,July,Second Class,JL-15835,John Lee,Consumer,Mission Viejo,California,92691,West,OFF-LA-10002787,Office Supplies,Labels,26.25,7,12.6
644,CA-2014-106103,2014,6/11/2014,June,Standard Class,SC-20305,Sean Christensen,Consumer,Rochester Hills,Michigan,48307,Central,TEC-AC-10003832,Technology,Accessories,132.52,4,54.3332
645,US-2014-127719,2014,7/22/2014,July,Standard Class,TW-21025,Tamara Willingham,Home Office,Plainfield,New Jersey,7060,East,OFF-PA-10001934,Office Supplies,Paper,6.48,1,3.1752
646,CA-2014-126221,2014,12/31/2014,December,Standard Class,CC-12430,Chuck Clark,Home Office,Columbus,Indiana,47201,Central,OFF-AP-10002457,Office Supplies,Appliances,209.3,2,56.511
647,CA-2013-103947,2013,4/2/2013,April,Standard Class,BB-10990,Barry Blumstein,Corporate,Sierra Vista,Arizona,85635,West,OFF-FA-10003112,Office Supplies,Fasteners,31.56,5,9.8625
648,CA-2013-103947,2013,4/2/2013,April,Standard Class,BB-10990,Barry Blumstein,Corporate,Sierra Vista,Arizona,85635,West,OFF-AP-10002350,Office Supplies,Appliances,30.144,2,3.0144
649,CA-2013-160745,2013,12/12/2013,December,Second Class,AR-10825,Anthony Rawles,Corporate,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,14.8,4,6.068
650,CA-2013-160745,2013,12/12/2013,December,Second Class,AR-10825,Anthony Rawles,Corporate,Vancouver,Washington,98661,West,TEC-PH-10003273,Technology,Phones,302.376,3,22.6782
651,CA-2013-160745,2013,12/12/2013,December,Second Class,AR-10825,Anthony Rawles,Corporate,Vancouver,Washington,98661,West,TEC-AC-10001142,Technology,Accessories,316,4,31.6
652,CA-2013-132661,2013,10/24/2013,October,Standard Class,SR-20740,Steven Roelle,Home Office,New York City,New York,10024,East,OFF-PA-10000482,Office Supplies,Paper,379.4,10,178.318
653,CA-2014-140844,2014,6/20/2014,June,Standard Class,AR-10405,Allen Rosenblatt,Corporate,New York City,New York,10035,East,OFF-PA-10003892,Office Supplies,Paper,97.82,2,45.9754
654,CA-2014-140844,2014,6/20/2014,June,Standard Class,AR-10405,Allen Rosenblatt,Corporate,New York City,New York,10035,East,TEC-AC-10001101,Technology,Accessories,103.12,8,10.312
655,CA-2013-137239,2013,8/23/2013,August,Standard Class,CR-12730,Craig Reiter,Consumer,Columbus,Ohio,43229,East,OFF-AP-10002439,Office Supplies,Appliances,113.552,2,8.5164
656,CA-2013-137239,2013,8/23/2013,August,Standard Class,CR-12730,Craig Reiter,Consumer,Columbus,Ohio,43229,East,OFF-BI-10002827,Office Supplies,Binders,3.318,2,-2.6544
657,CA-2013-137239,2013,8/23/2013,August,Standard Class,CR-12730,Craig Reiter,Consumer,Columbus,Ohio,43229,East,OFF-EN-10002230,Office Supplies,Envelopes,134.288,2,45.3222
658,US-2013-156097,2013,9/20/2013,September,Same Day,EH-14125,Eugene Hildebrand,Home Office,Aurora,Illinois,60505,Central,FUR-CH-10001215,Furniture,Chairs,701.372,2,-50.098
659,US-2013-156097,2013,9/20/2013,September,Same Day,EH-14125,Eugene Hildebrand,Home Office,Aurora,Illinois,60505,Central,OFF-BI-10004654,Office Supplies,Binders,2.308,2,-3.462
660,CA-2012-146563,2012,8/24/2012,August,Standard Class,CB-12025,Cassandra Brandow,Consumer,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,999.432,7,124.929
661,CA-2012-146563,2012,8/24/2012,August,Standard Class,CB-12025,Cassandra Brandow,Consumer,Arlington,Texas,76017,Central,OFF-ST-10001511,Office Supplies,Storage,724.08,14,-135.765
662,CA-2012-146563,2012,8/24/2012,August,Standard Class,CB-12025,Cassandra Brandow,Consumer,Arlington,Texas,76017,Central,FUR-TA-10001768,Furniture,Tables,918.785,5,-118.1295
663,CA-2012-146563,2012,8/24/2012,August,Standard Class,CB-12025,Cassandra Brandow,Consumer,Arlington,Texas,76017,Central,OFF-BI-10003981,Office Supplies,Binders,2.724,3,-4.2222
664,CA-2013-123666,2013,3/27/2013,March,Standard Class,SP-20545,Sibella Parks,Corporate,New York City,New York,10011,East,OFF-ST-10001522,Office Supplies,Storage,459.95,5,18.398
665,CA-2013-143308,2013,11/5/2013,November,Same Day,RC-19825,Roy Collins,Consumer,Louisville,Kentucky,40214,South,OFF-FA-10000621,Office Supplies,Fasteners,10.74,3,5.2626
666,CA-2014-132682,2014,6/9/2014,June,Second Class,TH-21235,Tiffany House,Corporate,Dallas,Texas,75081,Central,OFF-SU-10004231,Office Supplies,Supplies,23.76,3,2.079
667,CA-2014-132682,2014,6/9/2014,June,Second Class,TH-21235,Tiffany House,Corporate,Dallas,Texas,75081,Central,OFF-PA-10000474,Office Supplies,Paper,85.056,3,28.7064
668,CA-2014-132682,2014,6/9/2014,June,Second Class,TH-21235,Tiffany House,Corporate,Dallas,Texas,75081,Central,TEC-PH-10004042,Technology,Phones,381.576,3,28.6182
669,CA-2011-156314,2011,12/24/2011,December,First Class,RP-19390,Resi Pölking,Consumer,Cleveland,Ohio,44105,East,FUR-FU-10003096,Furniture,Furnishings,30.36,5,8.7285
670,US-2014-106663,2014,6/10/2014,June,Standard Class,MO-17800,Meg O'Connel,Home Office,Chicago,Illinois,60653,Central,FUR-FU-10002759,Furniture,Furnishings,23.976,3,-14.3856
671,US-2014-106663,2014,6/10/2014,June,Standard Class,MO-17800,Meg O'Connel,Home Office,Chicago,Illinois,60653,Central,FUR-TA-10000688,Furniture,Tables,108.925,1,-71.8905
672,US-2014-106663,2014,6/10/2014,June,Standard Class,MO-17800,Meg O'Connel,Home Office,Chicago,Illinois,60653,Central,OFF-PA-10002377,Office Supplies,Paper,36.352,8,11.36
673,CA-2014-111178,2014,6/16/2014,June,Standard Class,TD-20995,Tamara Dahlen,Consumer,Quincy,Illinois,62301,Central,OFF-AR-10001954,Office Supplies,Art,19.56,5,1.7115
674,CA-2014-130351,2014,12/6/2014,December,First Class,RB-19570,Rob Beeghly,Consumer,Columbus,Indiana,47201,Central,OFF-AP-10004532,Office Supplies,Appliances,61.44,3,16.5888
675,CA-2014-130351,2014,12/6/2014,December,First Class,RB-19570,Rob Beeghly,Consumer,Columbus,Indiana,47201,Central,OFF-PA-10002137,Office Supplies,Paper,38.9,5,17.505
676,CA-2014-130351,2014,12/6/2014,December,First Class,RB-19570,Rob Beeghly,Consumer,Columbus,Indiana,47201,Central,TEC-AC-10003832,Technology,Accessories,99.39,3,40.7499
677,US-2014-119438,2014,3/19/2014,March,Standard Class,CD-11980,Carol Darley,Consumer,Tyler,Texas,75701,Central,OFF-AP-10000804,Office Supplies,Appliances,2.688,3,-7.392
678,US-2014-119438,2014,3/19/2014,March,Standard Class,CD-11980,Carol Darley,Consumer,Tyler,Texas,75701,Central,TEC-AC-10003614,Technology,Accessories,27.816,3,4.5201
679,US-2014-119438,2014,3/19/2014,March,Standard Class,CD-11980,Carol Darley,Consumer,Tyler,Texas,75701,Central,FUR-FU-10003553,Furniture,Furnishings,82.524,3,-41.262
680,US-2014-119438,2014,3/19/2014,March,Standard Class,CD-11980,Carol Darley,Consumer,Tyler,Texas,75701,Central,OFF-BI-10004632,Office Supplies,Binders,182.994,3,-320.2395
681,CA-2013-164511,2013,11/20/2013,November,Standard Class,DJ-13630,Doug Jacobs,Consumer,New York City,New York,10024,East,OFF-BI-10003305,Office Supplies,Binders,14.352,3,4.6644
682,CA-2013-164511,2013,11/20/2013,November,Standard Class,DJ-13630,Doug Jacobs,Consumer,New York City,New York,10024,East,OFF-ST-10002583,Office Supplies,Storage,64.96,2,2.5984
683,CA-2013-164511,2013,11/20/2013,November,Standard Class,DJ-13630,Doug Jacobs,Consumer,New York City,New York,10024,East,OFF-ST-10004507,Office Supplies,Storage,68.6,4,18.522
684,US-2014-168116,2014,11/5/2014,November,Same Day,GT-14635,Grant Thornton,Corporate,Burlington,North Carolina,27217,South,TEC-MA-10004125,Technology,Machines,7999.98,4,-3839.9904
685,US-2014-168116,2014,11/5/2014,November,Same Day,GT-14635,Grant Thornton,Corporate,Burlington,North Carolina,27217,South,OFF-AP-10002457,Office Supplies,Appliances,167.44,2,14.651
686,CA-2011-157784,2011,7/5/2011,July,First Class,MC-17845,Michael Chen,Consumer,Jackson,Mississippi,39212,South,TEC-AC-10003911,Technology,Accessories,479.97,3,163.1898
687,CA-2011-157784,2011,7/5/2011,July,First Class,MC-17845,Michael Chen,Consumer,Jackson,Mississippi,39212,South,OFF-LA-10001934,Office Supplies,Labels,14.62,2,6.8714
688,CA-2011-157784,2011,7/5/2011,July,First Class,MC-17845,Michael Chen,Consumer,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,19.44,3,9.3312
689,CA-2014-161480,2014,12/26/2014,December,Standard Class,RA-19285,Ralph Arnett,Consumer,New York City,New York,10035,East,FUR-BO-10004015,Furniture,Bookcases,191.984,2,4.7996
690,US-2011-117135,2011,6/21/2011,June,Second Class,NP-18325,Naresj Patel,Consumer,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,104.01,1,14.5614
691,US-2011-117135,2011,6/21/2011,June,Second Class,NP-18325,Naresj Patel,Consumer,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,284.82,1,74.0532
692,US-2011-117135,2011,6/21/2011,June,Second Class,NP-18325,Naresj Patel,Consumer,Waynesboro,Virginia,22980,South,OFF-ST-10002444,Office Supplies,Storage,36.84,3,10.3152
693,CA-2012-131534,2012,3/28/2012,March,Standard Class,AB-10165,Alan Barnes,Consumer,Los Angeles,California,90036,West,TEC-AC-10002253,Technology,Accessories,166.24,1,24.936
694,CA-2012-131534,2012,3/28/2012,March,Standard Class,AB-10165,Alan Barnes,Consumer,Los Angeles,California,90036,West,OFF-PA-10000743,Office Supplies,Paper,33.4,5,16.032
695,CA-2012-119291,2012,5/14/2012,May,First Class,JO-15550,Jesus Ocampo,Home Office,Chester,Pennsylvania,19013,East,OFF-AR-10003373,Office Supplies,Art,198.272,8,17.3488
696,CA-2012-119291,2012,5/14/2012,May,First Class,JO-15550,Jesus Ocampo,Home Office,Chester,Pennsylvania,19013,East,OFF-LA-10002312,Office Supplies,Labels,47.36,4,17.76
697,CA-2012-119291,2012,5/14/2012,May,First Class,JO-15550,Jesus Ocampo,Home Office,Chester,Pennsylvania,19013,East,OFF-EN-10000927,Office Supplies,Envelopes,200.984,7,62.8075
698,CA-2012-119291,2012,5/14/2012,May,First Class,JO-15550,Jesus Ocampo,Home Office,Chester,Pennsylvania,19013,East,OFF-LA-10003510,Office Supplies,Labels,97.696,4,31.7512
699,CA-2012-119291,2012,5/14/2012,May,First Class,JO-15550,Jesus Ocampo,Home Office,Chester,Pennsylvania,19013,East,OFF-AR-10001118,Office Supplies,Art,2.696,1,0.8088
700,CA-2012-119291,2012,5/14/2012,May,First Class,JO-15550,Jesus Ocampo,Home Office,Chester,Pennsylvania,19013,East,OFF-BI-10001575,Office Supplies,Binders,18.588,2,-13.6312
701,CA-2012-119291,2012,5/14/2012,May,First Class,JO-15550,Jesus Ocampo,Home Office,Chester,Pennsylvania,19013,East,OFF-BI-10001982,Office Supplies,Binders,4.896,3,-3.4272
702,CA-2014-114552,2014,9/3/2014,September,Standard Class,Dl-13600,Dorris liebe,Corporate,Cleveland,Ohio,44105,East,FUR-FU-10002960,Furniture,Furnishings,15.072,3,4.1448
703,CA-2013-163755,2013,11/5/2013,November,Second Class,AS-10285,Alejandro Savely,Corporate,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,Furnishings,209.88,3,35.6796
704,CA-2012-142027,2012,4/9/2012,April,Standard Class,JK-15370,Jay Kimmel,Consumer,Long Beach,California,90805,West,FUR-TA-10002774,Furniture,Tables,369.912,3,-13.8717
705,CA-2011-138527,2011,9/12/2011,September,Standard Class,BN-11470,Brad Norvell,Corporate,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,10.368,2,3.6288
706,CA-2011-138527,2011,9/12/2011,September,Standard Class,BN-11470,Brad Norvell,Corporate,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,Appliances,166.84,5,18.7695
707,CA-2011-138527,2011,9/12/2011,September,Standard Class,BN-11470,Brad Norvell,Corporate,Cary,North Carolina,27511,South,TEC-AC-10002399,Technology,Accessories,15.216,1,2.2824
708,CA-2011-112158,2011,12/2/2011,December,First Class,DP-13165,David Philippe,Consumer,New York City,New York,10035,East,TEC-AC-10003628,Technology,Accessories,119.96,4,52.7824
709,CA-2011-112158,2011,12/2/2011,December,First Class,DP-13165,David Philippe,Consumer,New York City,New York,10035,East,FUR-BO-10003272,Furniture,Bookcases,883.92,5,-110.49
710,CA-2011-112158,2011,12/2/2011,December,First Class,DP-13165,David Philippe,Consumer,New York City,New York,10035,East,OFF-BI-10000050,Office Supplies,Binders,46.72,8,15.768
711,CA-2011-113887,2011,4/5/2011,April,First Class,TH-21550,Tracy Hopkins,Home Office,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,55.48,1,26.6304
712,CA-2014-146136,2014,9/4/2014,September,Standard Class,AP-10915,Arthur Prichep,Consumer,Palm Coast,Florida,32137,South,OFF-EN-10001219,Office Supplies,Envelopes,24.448,4,8.8624
713,US-2014-100048,2014,5/20/2014,May,Standard Class,RS-19765,Roland Schwarz,Corporate,Mount Vernon,New York,10550,East,OFF-AP-10001154,Office Supplies,Appliances,281.34,6,109.7226
714,US-2014-100048,2014,5/20/2014,May,Standard Class,RS-19765,Roland Schwarz,Corporate,Mount Vernon,New York,10550,East,TEC-PH-10003012,Technology,Phones,307.98,2,89.3142
715,US-2014-100048,2014,5/20/2014,May,Standard Class,RS-19765,Roland Schwarz,Corporate,Mount Vernon,New York,10550,East,TEC-AC-10001606,Technology,Accessories,299.97,3,113.9886
716,CA-2011-153150,2011,7/1/2011,July,Second Class,Dl-13600,Dorris liebe,Corporate,Seattle,Washington,98105,West,OFF-BI-10003355,Office Supplies,Binders,19.92,5,6.972
717,CA-2011-130092,2011,1/12/2011,January,First Class,SV-20365,Seth Vernon,Consumer,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,9.94,2,3.0814
718,CA-2014-108910,2014,9/25/2014,September,Standard Class,KC-16540,Kelly Collister,Consumer,Newark,Ohio,43055,East,FUR-FU-10002253,Furniture,Furnishings,103.056,3,24.4758
719,CA-2011-104472,2011,6/2/2011,June,Standard Class,CK-12325,Christine Kargatis,Home Office,Orem,Utah,84057,West,OFF-BI-10001658,Office Supplies,Binders,59.808,3,19.4376
720,CA-2011-104472,2011,6/2/2011,June,Standard Class,CK-12325,Christine Kargatis,Home Office,Orem,Utah,84057,West,FUR-FU-10000246,Furniture,Furnishings,73.32,6,21.996
721,CA-2013-112942,2013,2/13/2013,February,Standard Class,RD-19810,Ross DeVincentis,Home Office,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,146.82,3,73.41
722,CA-2013-142335,2013,12/16/2013,December,Standard Class,MP-17965,Michael Paige,Corporate,Detroit,Michigan,48205,Central,FUR-TA-10000198,Furniture,Tables,1652.94,3,231.4116
723,CA-2013-142335,2013,12/16/2013,December,Standard Class,MP-17965,Michael Paige,Corporate,Detroit,Michigan,48205,Central,OFF-ST-10000036,Office Supplies,Storage,296.37,3,80.0199
724,CA-2011-117429,2011,10/7/2011,October,Standard Class,MR-17545,Mathew Reese,Home Office,Philadelphia,Pennsylvania,19140,East,FUR-FU-10000222,Furniture,Furnishings,129.92,5,21.112
725,CA-2013-114713,2013,7/8/2013,July,Standard Class,SC-20695,Steve Chapman,Corporate,Hialeah,Florida,33012,South,OFF-SU-10004664,Office Supplies,Supplies,45.584,7,5.1282
726,CA-2014-144113,2014,9/17/2014,September,Standard Class,JF-15355,Jay Fein,Consumer,Austin,Texas,78745,Central,OFF-EN-10001141,Office Supplies,Envelopes,17.568,2,6.3684
727,CA-2014-144113,2014,9/17/2014,September,Standard Class,JF-15355,Jay Fein,Consumer,Austin,Texas,78745,Central,TEC-PH-10002170,Technology,Phones,55.992,1,5.5992
728,US-2013-150861,2013,12/4/2013,December,First Class,EG-13900,Emily Grady,Consumer,Oceanside,New York,11572,East,OFF-PA-10001954,Office Supplies,Paper,182.72,8,84.0512
729,US-2013-150861,2013,12/4/2013,December,First Class,EG-13900,Emily Grady,Consumer,Oceanside,New York,11572,East,FUR-TA-10002228,Furniture,Tables,400.032,2,-153.3456
730,US-2013-150861,2013,12/4/2013,December,First Class,EG-13900,Emily Grady,Consumer,Oceanside,New York,11572,East,OFF-ST-10004634,Office Supplies,Storage,33.63,3,10.089
731,US-2013-150861,2013,12/4/2013,December,First Class,EG-13900,Emily Grady,Consumer,Oceanside,New York,11572,East,FUR-CH-10002965,Furniture,Chairs,542.646,3,102.4998
732,US-2013-150861,2013,12/4/2013,December,First Class,EG-13900,Emily Grady,Consumer,Oceanside,New York,11572,East,OFF-LA-10001317,Office Supplies,Labels,6.3,2,3.024
733,CA-2014-131954,2014,1/22/2014,January,Standard Class,DS-13030,Darrin Sayre,Home Office,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,242.94,3,9.7176
734,CA-2014-131954,2014,1/22/2014,January,Standard Class,DS-13030,Darrin Sayre,Home Office,Seattle,Washington,98115,West,TEC-AC-10003610,Technology,Accessories,179.97,3,86.3856
735,CA-2014-131954,2014,1/22/2014,January,Standard Class,DS-13030,Darrin Sayre,Home Office,Seattle,Washington,98115,West,OFF-BI-10003982,Office Supplies,Binders,99.696,6,33.6474
736,CA-2014-131954,2014,1/22/2014,January,Standard Class,DS-13030,Darrin Sayre,Home Office,Seattle,Washington,98115,West,OFF-BI-10003291,Office Supplies,Binders,27.936,4,9.4284
737,CA-2014-131954,2014,1/22/2014,January,Standard Class,DS-13030,Darrin Sayre,Home Office,Seattle,Washington,98115,West,FUR-BO-10001619,Furniture,Bookcases,84.98,1,18.6956
738,CA-2014-131954,2014,1/22/2014,January,Standard Class,DS-13030,Darrin Sayre,Home Office,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,18.72,5,6.552
739,CA-2011-132500,2011,9/8/2011,September,Standard Class,GZ-14470,Gary Zandusky,Consumer,San Francisco,California,94110,West,TEC-AC-10001383,Technology,Accessories,49.98,2,8.4966
740,CA-2011-112326,2011,1/5/2011,January,Standard Class,PO-19195,Phillina Ober,Home Office,Naperville,Illinois,60540,Central,OFF-LA-10003223,Office Supplies,Labels,11.784,3,4.2717
741,CA-2011-112326,2011,1/5/2011,January,Standard Class,PO-19195,Phillina Ober,Home Office,Naperville,Illinois,60540,Central,OFF-ST-10002743,Office Supplies,Storage,272.736,3,-64.7748
742,CA-2011-112326,2011,1/5/2011,January,Standard Class,PO-19195,Phillina Ober,Home Office,Naperville,Illinois,60540,Central,OFF-BI-10004094,Office Supplies,Binders,3.54,2,-5.487
